id,nombre,descripcion,categoria,marca,material,precio_original,descuento,precio_final,colores,tallas,disponibilidad,stock_total,disponible,destacado,nuevo,temporada,puntuacion,num_resenas,codigo_barras,fecha_ingreso
FS0118,Jeans Relaxed Classic Collection,"Jeans Relaxed en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Jeans,Classic Collection,Seda,99.9,39,60.94,"['Morado', 'Negro', 'Gris']","['38', '40', '34', '36', '42', '30']","{'Morado': {'38': 17, '40': 0, '34': 11, '36': 7, '42': 0, '30': 14}, 'Negro': {'38': 20, '40': 18, '34': 20, '36': 19, '42': 3, '30': 0}, 'Gris': {'38': 13, '40': 9, '34': 7, '36': 0, '42': 0, '30': 17}}",175,True,True,False,Otoño,4.3,5,7886757540636,2024-12-04
FS0119,Blazers Modern Style,"Blazers en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Blazers,Modern Style,Cuero,253.9,28,182.81,"['Gris', 'Morado', 'Negro']","['XL', 'S', 'M', 'L', 'XS']","{'Gris': {'XL': 0, 'S': 0, 'M': 0, 'L': 20, 'XS': 6}, 'Morado': {'XL': 9, 'S': 13, 'M': 0, 'L': 13, 'XS': 10}, 'Negro': {'XL': 20, 'S': 18, 'M': 12, 'L': 13, 'XS': 0}}",134,True,True,False,Verano,3.8,111,7824771354172,2024-04-09
FS0120,Vestido Verano Sport Active,"Vestido Verano en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Vestidos,Sport Active,Algodón-Poliéster,180.9,0,180.9,"['Azul Cielo', 'Beige', 'Azul Marino', 'Bordeaux']","['S', 'XL', 'M', 'XXL']","{'Azul Cielo': {'S': 6, 'XL': 11, 'M': 15, 'XXL': 14}, 'Beige': {'S': 3, 'XL': 15, 'M': 0, 'XXL': 6}, 'Azul Marino': {'S': 2, 'XL': 14, 'M': 0, 'XXL': 11}, 'Bordeaux': {'S': 12, 'XL': 18, 'M': 15, 'XXL': 0}}",142,True,False,False,Todo el año,4.1,139,7824825777919,2024-02-10
FS0121,Sacos Premium Line,"Sacos en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Sacos,Premium Line,Lana,397.9,0,397.9,['Crema'],"['L', 'M', 'XL', 'XXL']","{'Crema': {'L': 3, 'M': 20, 'XL': 13, 'XXL': 0}}",36,True,False,False,Primavera,3.8,104,7851359149550,2024-03-12
FS0122,Faldas Urban Wear,"Faldas en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Faldas,Urban Wear,Algodón-Poliéster,89.5,0,89.5,"['Azul Cielo', 'Bordeaux', 'Naranja', 'Marrón']","['M', 'L', 'S']","{'Azul Cielo': {'M': 4, 'L': 14, 'S': 18}, 'Bordeaux': {'M': 19, 'L': 8, 'S': 9}, 'Naranja': {'M': 19, 'L': 6, 'S': 1}, 'Marrón': {'M': 14, 'L': 19, 'S': 0}}",131,True,True,False,Primavera,4.7,114,7858659324475,2024-08-07
FS0123,Zapatos Oxford Urban Wear,"Zapatos Oxford en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Zapatos,Urban Wear,Seda,324.9,1,321.65,['Rosa'],"['37', '39', '40', '41', '42', '45', '44', '36']","{'Rosa': {'37': 5, '39': 9, '40': 4, '41': 2, '42': 17, '45': 11, '44': 14, '36': 8}}",70,True,False,False,Todo el año,4.2,32,7865180105052,2024-10-13
FS0124,Botas Urban Wear,"Botas en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Urban Wear,Poliéster,94.5,0,94.5,['Blanco'],"['44', '39', '40', '43', '37']","{'Blanco': {'44': 15, '39': 5, '40': 17, '43': 2, '37': 3}}",42,True,True,False,Primavera,4.0,109,7818281634703,2024-02-21
FS0125,Pantalón Chino Casual Comfort,"Pantalón Chino en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Casual Comfort,Lana,123.5,0,123.5,"['Verde Oliva', 'Blanco', 'Gris Oscuro', 'Amarillo']","['42', '34', '36', '30']","{'Verde Oliva': {'42': 14, '34': 17, '36': 1, '30': 14}, 'Blanco': {'42': 5, '34': 10, '36': 15, '30': 20}, 'Gris Oscuro': {'42': 2, '34': 0, '36': 6, '30': 4}, 'Amarillo': {'42': 18, '34': 6, '36': 0, '30': 18}}",150,True,False,False,Invierno,3.9,26,7831451426554,2024-03-11
FS0126,Chaquetas Modern Style,"Chaquetas en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Chaquetas,Modern Style,Algodón-Poliéster,38.5,0,38.5,"['Rojo', 'Amarillo', 'Blanco', 'Rosa']","['XXL', 'M', 'S', 'XS', 'XL']","{'Rojo': {'XXL': 0, 'M': 2, 'S': 9, 'XS': 13, 'XL': 19}, 'Amarillo': {'XXL': 3, 'M': 19, 'S': 19, 'XS': 12, 'XL': 3}, 'Blanco': {'XXL': 0, 'M': 19, 'S': 0, 'XS': 10, 'XL': 9}, 'Rosa': {'XXL': 5, 'M': 0, 'S': 0, 'XS': 3, 'XL': 7}}",152,True,False,False,Verano,4.1,54,7820334742750,2024-02-22
FS0127,Suéteres Elegant Touch,"Suéteres en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Elegant Touch,Ante,40.5,0,40.5,"['Gris Oscuro', 'Morado']","['XXL', 'L', 'XS', 'M']","{'Gris Oscuro': {'XXL': 16, 'L': 0, 'XS': 1, 'M': 1}, 'Morado': {'XXL': 7, 'L': 7, 'XS': 0, 'M': 2}}",34,True,False,False,Primavera,3.9,117,7857655642445,2024-02-28
FS0128,Carteras Sport Active,"Carteras en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Carteras,Sport Active,Poliéster,82.9,0,82.9,['Marrón'],['Único'],{'Marrón': {'Único': 16}},16,True,False,False,Todo el año,4.4,88,7858044728755,2024-09-28
FS0129,Faldas Urban Wear,"Faldas en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Faldas,Urban Wear,Denim,44.9,0,44.9,"['Beige', 'Amarillo', 'Marrón', 'Morado']","['L', 'XXL', 'XS']","{'Beige': {'L': 0, 'XXL': 15, 'XS': 0}, 'Amarillo': {'L': 0, 'XXL': 0, 'XS': 15}, 'Marrón': {'L': 19, 'XXL': 15, 'XS': 16}, 'Morado': {'L': 0, 'XXL': 3, 'XS': 13}}",96,True,False,False,Primavera,3.9,41,7848481372842,2024-05-25
FS0130,Sacos Premium Line,"Sacos en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Sacos,Premium Line,Algodón 100%,296.9,0,296.9,"['Verde Oliva', 'Gris Oscuro']","['S', 'M', 'XS']","{'Verde Oliva': {'S': 0, 'M': 6, 'XS': 15}, 'Gris Oscuro': {'S': 14, 'M': 0, 'XS': 0}}",35,True,False,False,Todo el año,4.1,13,7869073856735,2024-11-19
FS0131,Carteras Modern Style,"Carteras en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Carteras,Modern Style,Ante,86.9,0,86.9,['Azul Cielo'],['Único'],{'Azul Cielo': {'Único': 7}},7,True,True,False,Primavera,4.1,97,7866085927054,2024-03-24
FS0132,Faldas Modern Style,"Faldas en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Faldas,Modern Style,Seda,60.5,27,44.16,"['Beige', 'Negro', 'Morado']","['XXL', 'M', 'L', 'XL', 'S']","{'Beige': {'XXL': 16, 'M': 14, 'L': 15, 'XL': 10, 'S': 0}, 'Negro': {'XXL': 13, 'M': 7, 'L': 20, 'XL': 9, 'S': 11}, 'Morado': {'XXL': 0, 'M': 3, 'L': 0, 'XL': 17, 'S': 9}}",144,True,False,False,Primavera,4.5,42,7855527696059,2024-09-16
FS0133,Gorros Fashion Store,"Gorros en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Fashion Store,Poliéster,33.9,0,33.9,['Rojo'],['Único'],{'Rojo': {'Único': 5}},5,True,False,False,Invierno,4.4,139,7855305852382,2024-10-08
FS0134,Shorts Sport Active,"Shorts en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Shorts,Sport Active,Lana,51.5,10,46.35,"['Azul Cielo', 'Verde', 'Rosa', 'Verde Oliva']","['36', '30', '34']","{'Azul Cielo': {'36': 16, '30': 12, '34': 2}, 'Verde': {'36': 9, '30': 12, '34': 10}, 'Rosa': {'36': 0, '30': 1, '34': 13}, 'Verde Oliva': {'36': 13, '30': 8, '34': 12}}",108,True,True,False,Invierno,4.9,15,7864024048280,2024-09-06
FS0135,Botas Fashion Store,"Botas en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Fashion Store,Seda,67.5,25,50.62,['Azul Marino'],"['38', '45', '36', '37', '35', '42', '39', '44']","{'Azul Marino': {'38': 0, '45': 13, '36': 3, '37': 6, '35': 12, '42': 6, '39': 12, '44': 0}}",52,True,False,False,Primavera,4.0,128,7884794390857,2024-03-11
FS0136,Accesorios Urban Wear,"Accesorios en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Accesorios,Urban Wear,Lino,20.5,19,16.61,"['Verde Oliva', 'Azul Cielo', 'Negro', 'Crema']",['Único'],"{'Verde Oliva': {'Único': 0}, 'Azul Cielo': {'Único': 7}, 'Negro': {'Único': 11}, 'Crema': {'Único': 20}}",38,True,True,False,Invierno,4.4,138,7880936305066,2024-09-16
FS0137,Suéteres Urban Wear,"Suéteres en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Urban Wear,Lana,39.5,0,39.5,"['Bordeaux', 'Morado', 'Amarillo', 'Azul Cielo']","['XL', 'M', 'S', 'XXL', 'L']","{'Bordeaux': {'XL': 0, 'M': 0, 'S': 4, 'XXL': 19, 'L': 19}, 'Morado': {'XL': 20, 'M': 0, 'S': 11, 'XXL': 8, 'L': 9}, 'Amarillo': {'XL': 10, 'M': 10, 'S': 15, 'XXL': 16, 'L': 5}, 'Azul Cielo': {'XL': 10, 'M': 0, 'S': 12, 'XXL': 2, 'L': 13}}",183,True,True,False,Primavera,3.7,128,7880740246690,2024-01-13
FS0138,Botas Urban Wear,"Botas en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Urban Wear,Viscosa,86.5,1,85.64,['Azul'],"['38', '40', '42', '36', '43']","{'Azul': {'38': 13, '40': 9, '42': 2, '36': 16, '43': 9}}",49,True,True,False,Todo el año,3.5,94,7813068838992,2024-09-03
FS0139,Cinturones Modern Style,"Cinturones en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Modern Style,Viscosa,48.9,35,31.79,"['Azul Marino', 'Beige']",['Único'],"{'Azul Marino': {'Único': 9}, 'Beige': {'Único': 20}}",29,True,False,False,Verano,4.3,91,7875819964505,2024-09-04
FS0140,Sandalias Premium Line,"Sandalias en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Sandalias,Premium Line,Lycra,43.9,0,43.9,['Rosa Pastel'],"['36', '38', '44', '42']","{'Rosa Pastel': {'36': 8, '38': 0, '44': 19, '42': 12}}",39,True,False,False,Otoño,3.8,26,7838516359103,2024-01-17
FS0141,Accesorios Sport Active,"Accesorios en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Accesorios,Sport Active,Seda,45.5,0,45.5,"['Azul', 'Rojo']",['Único'],"{'Azul': {'Único': 18}, 'Rojo': {'Único': 6}}",24,True,True,False,Verano,3.7,30,7853832086369,2024-10-13
FS0142,Blazers Urban Wear,"Blazers en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Blazers,Urban Wear,Algodón 100%,405.5,20,324.4,"['Amarillo', 'Crema']","['S', 'XL', 'XS', 'M', 'XXL']","{'Amarillo': {'S': 9, 'XL': 0, 'XS': 12, 'M': 19, 'XXL': 3}, 'Crema': {'S': 18, 'XL': 3, 'XS': 3, 'M': 13, 'XXL': 11}}",91,True,False,False,Invierno,5.0,41,7894448917293,2024-04-14
FS0143,Bolso Clutch Modern Style,"Bolso Clutch en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Bolsos,Modern Style,Ante,49.5,0,49.5,['Crema'],['Único'],{'Crema': {'Único': 0}},0,False,True,False,Verano,3.7,95,7858010039721,2024-08-18
FS0144,Shorts Sport Active,"Shorts en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Shorts,Sport Active,Ante,98.5,0,98.5,"['Rojo', 'Crema', 'Verde Oliva', 'Rosa']","['38', '34', '30']","{'Rojo': {'38': 0, '34': 19, '30': 19}, 'Crema': {'38': 2, '34': 0, '30': 12}, 'Verde Oliva': {'38': 3, '34': 11, '30': 0}, 'Rosa': {'38': 10, '34': 0, '30': 0}}",76,True,False,True,Verano,4.0,64,7831795514767,2024-01-02
FS0145,Camisa Oxford Urban Wear,"Camisa Oxford en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Urban Wear,Spandex,97.5,45,53.63,"['Verde', 'Amarillo']","['XS', 'S', 'XL', 'M', 'XXL']","{'Verde': {'XS': 20, 'S': 0, 'XL': 20, 'M': 6, 'XXL': 17}, 'Amarillo': {'XS': 10, 'S': 10, 'XL': 11, 'M': 2, 'XXL': 4}}",100,True,True,False,Invierno,4.8,137,7817526114353,2024-10-18
FS0146,Faldas Casual Comfort,"Faldas en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Faldas,Casual Comfort,Ante,49.9,20,39.92,"['Verde', 'Amarillo', 'Crema']","['XL', 'M', 'XXL']","{'Verde': {'XL': 9, 'M': 7, 'XXL': 15}, 'Amarillo': {'XL': 14, 'M': 1, 'XXL': 5}, 'Crema': {'XL': 1, 'M': 13, 'XXL': 20}}",85,True,False,False,Primavera,3.6,23,7814306279938,2024-09-02
FS0147,Blazers Modern Style,"Blazers en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Blazers,Modern Style,Denim,259.5,21,205.0,['Bordeaux'],"['XS', 'L', 'M']","{'Bordeaux': {'XS': 10, 'L': 8, 'M': 10}}",28,True,False,False,Invierno,3.5,107,7873976536445,2024-01-25
FS0148,Cinturones Elegant Touch,"Cinturones en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Elegant Touch,Lycra,75.5,0,75.5,['Amarillo'],['Único'],{'Amarillo': {'Único': 7}},7,True,False,False,Invierno,4.9,62,7824296711852,2024-09-11
FS0149,Blusas Premium Line,"Blusas en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Blusas,Premium Line,Poliéster,62.9,48,32.71,"['Rosa', 'Negro']","['L', 'XL', 'XS']","{'Rosa': {'L': 12, 'XL': 4, 'XS': 11}, 'Negro': {'L': 8, 'XL': 0, 'XS': 4}}",39,True,False,False,Primavera,4.4,0,7842408467332,2024-01-18
FS0150,Camiseta Basic Casual Comfort,"Camiseta Basic en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Casual Comfort,Lino,38.5,37,24.25,"['Verde', 'Bordeaux', 'Azul', 'Blanco']","['XXL', 'M', 'S', 'XS', 'XL']","{'Verde': {'XXL': 20, 'M': 3, 'S': 13, 'XS': 12, 'XL': 13}, 'Bordeaux': {'XXL': 15, 'M': 2, 'S': 14, 'XS': 19, 'XL': 20}, 'Azul': {'XXL': 12, 'M': 5, 'S': 0, 'XS': 19, 'XL': 12}, 'Blanco': {'XXL': 2, 'M': 17, 'S': 7, 'XS': 13, 'XL': 18}}",236,True,False,False,Otoño,4.2,87,7870895097550,2024-11-23
FS0151,Sacos Modern Style,"Sacos en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Sacos,Modern Style,Spandex,233.5,0,233.5,"['Rosa Pastel', 'Negro', 'Rosa']","['M', 'L', 'XL']","{'Rosa Pastel': {'M': 6, 'L': 1, 'XL': 14}, 'Negro': {'M': 8, 'L': 13, 'XL': 9}, 'Rosa': {'M': 0, 'L': 7, 'XL': 3}}",61,True,False,False,Primavera,3.7,38,7863194128851,2024-04-14
FS0152,Sandalias Urban Wear,"Sandalias en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Sandalias,Urban Wear,Cuero,51.9,0,51.9,"['Verde Oliva', 'Amarillo', 'Gris Oscuro', 'Azul']","['38', '35', '43', '45', '42', '37', '39']","{'Verde Oliva': {'38': 11, '35': 15, '43': 15, '45': 14, '42': 8, '37': 10, '39': 0}, 'Amarillo': {'38': 1, '35': 12, '43': 15, '45': 8, '42': 10, '37': 0, '39': 2}, 'Gris Oscuro': {'38': 1, '35': 14, '43': 19, '45': 4, '42': 16, '37': 0, '39': 5}, 'Azul': {'38': 14, '35': 15, '43': 2, '45': 8, '42': 16, '37': 0, '39': 9}}",244,True,True,False,Otoño,4.7,146,7862983714057,2024-01-14
FS0153,Cinturones Urban Wear,"Cinturones en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Urban Wear,Denim,79.5,22,62.01,['Amarillo'],['Único'],{'Amarillo': {'Único': 0}},0,False,False,True,Primavera,4.6,117,7846544921513,2024-09-12
FS0154,Pantalón Casual Fashion Store,"Pantalón Casual en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Fashion Store,Algodón 100%,67.5,0,67.5,['Azul Cielo'],"['38', '34', '30', '32', '42', '40']","{'Azul Cielo': {'38': 0, '34': 6, '30': 1, '32': 9, '42': 19, '40': 11}}",46,True,False,False,Todo el año,4.3,84,7885283226006,2024-11-02
FS0155,Bufandas Casual Comfort,"Bufandas en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Bufandas,Casual Comfort,Algodón-Poliéster,80.5,0,80.5,"['Beige', 'Negro']",['Único'],"{'Beige': {'Único': 0}, 'Negro': {'Único': 0}}",0,False,False,True,Verano,4.0,119,7892111811930,2024-05-18
FS0156,Sacos Modern Style,"Sacos en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Sacos,Modern Style,Denim,301.9,0,301.9,"['Rosa Pastel', 'Blanco', 'Azul Marino', 'Rojo']","['S', 'XXL', 'XS']","{'Rosa Pastel': {'S': 12, 'XXL': 7, 'XS': 14}, 'Blanco': {'S': 14, 'XXL': 5, 'XS': 6}, 'Azul Marino': {'S': 13, 'XXL': 8, 'XS': 12}, 'Rojo': {'S': 15, 'XXL': 16, 'XS': 10}}",132,True,False,False,Invierno,4.0,88,7879839611639,2024-02-05
FS0157,Sandalias Modern Style,"Sandalias en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Sandalias,Modern Style,Denim,60.9,12,53.59,"['Naranja', 'Azul Marino']","['36', '41', '45', '40', '35', '42', '38']","{'Naranja': {'36': 3, '41': 1, '45': 0, '40': 0, '35': 2, '42': 7, '38': 0}, 'Azul Marino': {'36': 5, '41': 9, '45': 2, '40': 19, '35': 7, '42': 0, '38': 0}}",55,True,True,False,Verano,4.2,70,7897995989647,2024-12-25
FS0158,Gorros Modern Style,"Gorros en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Modern Style,Cuero,77.5,0,77.5,"['Rojo', 'Azul']",['Único'],"{'Rojo': {'Único': 0}, 'Azul': {'Único': 7}}",7,True,False,False,Verano,4.5,144,7857241269854,2024-02-17
FS0159,Botas Casual Comfort,"Botas en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Casual Comfort,Denim,95.9,0,95.9,"['Gris', 'Azul Marino', 'Azul', 'Naranja']","['44', '45', '37', '38']","{'Gris': {'44': 6, '45': 14, '37': 16, '38': 18}, 'Azul Marino': {'44': 7, '45': 16, '37': 8, '38': 2}, 'Azul': {'44': 12, '45': 20, '37': 19, '38': 5}, 'Naranja': {'44': 19, '45': 2, '37': 7, '38': 19}}",190,True,False,False,Invierno,4.8,143,7867099619241,2024-10-19
FS0160,Carteras Classic Collection,"Carteras en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Carteras,Classic Collection,Denim,52.5,3,50.92,"['Beige', 'Gris Oscuro']",['Único'],"{'Beige': {'Único': 3}, 'Gris Oscuro': {'Único': 2}}",5,True,False,False,Otoño,3.9,142,7827518614140,2024-11-27
FS0161,Zapatos Casual Urban Wear,"Zapatos Casual en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Zapatos,Urban Wear,Lino,216.5,0,216.5,"['Marrón', 'Verde Oliva', 'Gris']","['37', '42', '45', '39', '36', '44', '40']","{'Marrón': {'37': 16, '42': 10, '45': 16, '39': 11, '36': 0, '44': 2, '40': 15}, 'Verde Oliva': {'37': 6, '42': 2, '45': 0, '39': 0, '36': 14, '44': 0, '40': 0}, 'Gris': {'37': 3, '42': 18, '45': 5, '39': 6, '36': 7, '44': 3, '40': 0}}",134,True,False,False,Otoño,4.8,3,7869357492386,2024-07-05
FS0162,Jeans Slim Premium Line,"Jeans Slim en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Jeans,Premium Line,Lino,84.5,44,47.32,"['Rosa', 'Rosa Pastel']","['38', '36', '40']","{'Rosa': {'38': 18, '36': 19, '40': 0}, 'Rosa Pastel': {'38': 17, '36': 5, '40': 11}}",70,True,False,False,Verano,4.9,7,7829871951509,2024-06-03
FS0163,Shorts Modern Style,"Shorts en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Shorts,Modern Style,Seda,53.9,10,48.51,"['Verde Oliva', 'Azul', 'Gris', 'Bordeaux']","['32', '42', '38', '30']","{'Verde Oliva': {'32': 8, '42': 19, '38': 14, '30': 19}, 'Azul': {'32': 0, '42': 16, '38': 19, '30': 6}, 'Gris': {'32': 12, '42': 13, '38': 13, '30': 3}, 'Bordeaux': {'32': 2, '42': 10, '38': 12, '30': 0}}",166,True,False,False,Invierno,4.7,134,7829991016131,2024-08-18
FS0164,Vestido Verano Premium Line,"Vestido Verano en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Vestidos,Premium Line,Algodón-Poliéster,126.5,4,121.44,['Rojo'],"['S', 'XL', 'XXL', 'L']","{'Rojo': {'S': 20, 'XL': 15, 'XXL': 8, 'L': 15}}",58,True,False,False,Todo el año,4.7,36,7882171198048,2024-09-12
FS0165,Gorros Elegant Touch,"Gorros en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Elegant Touch,Lycra,65.9,0,65.9,"['Rosa', 'Azul Cielo']",['Único'],"{'Rosa': {'Único': 19}, 'Azul Cielo': {'Único': 0}}",19,True,False,False,Verano,3.7,33,7871319314276,2024-04-15
FS0166,Gorros Modern Style,"Gorros en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Modern Style,Spandex,80.9,26,59.87,"['Morado', 'Gris Oscuro', 'Gris', 'Verde Oliva']",['Único'],"{'Morado': {'Único': 0}, 'Gris Oscuro': {'Único': 0}, 'Gris': {'Único': 11}, 'Verde Oliva': {'Único': 19}}",30,True,False,False,Invierno,4.4,11,7899419905633,2024-02-05
FS0167,Accesorios Modern Style,"Accesorios en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Accesorios,Modern Style,Denim,64.9,0,64.9,"['Verde Oliva', 'Morado', 'Azul', 'Verde']",['Único'],"{'Verde Oliva': {'Único': 12}, 'Morado': {'Único': 11}, 'Azul': {'Único': 0}, 'Verde': {'Único': 13}}",36,True,False,False,Otoño,4.3,84,7871273678848,2024-02-01
FS0168,Suéteres Premium Line,"Suéteres en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Premium Line,Viscosa,43.5,7,40.45,['Negro'],"['XL', 'S', 'XS', 'XXL']","{'Negro': {'XL': 19, 'S': 20, 'XS': 20, 'XXL': 0}}",59,True,False,False,Otoño,5.0,47,7835667422444,2024-08-07
FS0169,Bufandas Fashion Store,"Bufandas en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Bufandas,Fashion Store,Denim,94.9,0,94.9,['Gris Oscuro'],['Único'],{'Gris Oscuro': {'Único': 0}},0,False,False,False,Primavera,3.5,54,7851951007167,2024-03-02
FS0170,Carteras Fashion Store,"Carteras en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Carteras,Fashion Store,Denim,41.5,21,32.79,"['Verde Oliva', 'Marrón']",['Único'],"{'Verde Oliva': {'Único': 18}, 'Marrón': {'Único': 3}}",21,True,False,False,Primavera,3.9,150,7870388442287,2024-12-21
FS0171,Gorros Elegant Touch,"Gorros en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Elegant Touch,Cuero,91.5,39,55.81,"['Verde', 'Gris', 'Azul Marino']",['Único'],"{'Verde': {'Único': 0}, 'Gris': {'Único': 18}, 'Azul Marino': {'Único': 18}}",36,True,False,True,Primavera,3.8,20,7875376398244,2024-10-05
FS0172,Camiseta Deportiva Fashion Store,"Camiseta Deportiva en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Fashion Store,Spandex,64.9,0,64.9,['Rosa'],"['M', 'XXL', 'L', 'S', 'XS']","{'Rosa': {'M': 9, 'XXL': 19, 'L': 16, 'S': 17, 'XS': 0}}",61,True,False,False,Invierno,4.8,38,7881401850036,2024-07-28
FS0173,Bolso Clutch Premium Line,"Bolso Clutch en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Bolsos,Premium Line,Lana,152.5,0,152.5,"['Rojo', 'Amarillo', 'Rosa Pastel']",['Único'],"{'Rojo': {'Único': 14}, 'Amarillo': {'Único': 10}, 'Rosa Pastel': {'Único': 13}}",37,True,False,False,Primavera,4.3,63,7870878477591,2024-07-11
FS0174,Bufandas Sport Active,"Bufandas en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Bufandas,Sport Active,Lino,73.5,43,41.9,"['Negro', 'Beige']",['Único'],"{'Negro': {'Único': 2}, 'Beige': {'Único': 0}}",2,True,False,False,Verano,3.9,94,7879854545930,2024-04-09
FS0175,Camisa Formal Sport Active,"Camisa Formal en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Sport Active,Poliéster,106.5,0,106.5,"['Blanco', 'Crema', 'Rojo']","['M', 'XS', 'L']","{'Blanco': {'M': 0, 'XS': 7, 'L': 8}, 'Crema': {'M': 16, 'XS': 17, 'L': 0}, 'Rojo': {'M': 2, 'XS': 9, 'L': 0}}",59,True,False,True,Otoño,4.2,35,7887118319138,2024-05-17
FS0176,Jeans Relaxed Casual Comfort,"Jeans Relaxed en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Jeans,Casual Comfort,Viscosa,89.5,0,89.5,['Marrón'],"['34', '32', '36']","{'Marrón': {'34': 5, '32': 0, '36': 18}}",23,True,False,False,Invierno,4.8,150,7855533936988,2024-04-09
FS0177,Camisa Lino Urban Wear,"Camisa Lino en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Urban Wear,Poliéster,70.5,20,56.4,"['Amarillo', 'Bordeaux']","['M', 'XS', 'L', 'XL']","{'Amarillo': {'M': 12, 'XS': 17, 'L': 4, 'XL': 4}, 'Bordeaux': {'M': 17, 'XS': 5, 'L': 14, 'XL': 15}}",88,True,False,True,Invierno,3.6,58,7824739712335,2024-11-06
FS0178,Cinturones Casual Comfort,"Cinturones en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Casual Comfort,Lana,63.9,0,63.9,['Beige'],['Único'],{'Beige': {'Único': 20}},20,True,False,False,Primavera,4.6,134,7892565339988,2024-11-14
FS0179,Sandalias Elegant Touch,"Sandalias en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Sandalias,Elegant Touch,Cuero,65.9,19,53.38,"['Rosa', 'Azul Cielo']","['45', '42', '35', '36']","{'Rosa': {'45': 10, '42': 0, '35': 0, '36': 16}, 'Azul Cielo': {'45': 20, '42': 3, '35': 8, '36': 0}}",57,True,False,False,Primavera,3.6,12,7840456422253,2024-01-10
